"image_id","image_url","is_primary","product_id","variant_id","alt_text","display_order","created_at"
"514","https://res.cloudinary.com/druymbf9y/image/upload/v1781668401/fashion-ai-shop/products/formal-shoes/rockport-men-s-bvallee-black-shoe-7231.jpg","True","514","514","Rockport Men's Bvallee Black Shoe","1","6/17/2026 10:39:32 AM"
"515","https://res.cloudinary.com/druymbf9y/image/upload/v1781668402/fashion-ai-shop/products/tshirts/united-colors-of-benetton-men-printed-black-tshirt-19982.jpg","True","515","515","United Colors of Benetton Men Printed Black TShirt","1","6/17/2026 10:39:32 AM"
"516","https://res.cloudinary.com/druymbf9y/image/upload/v1781668403/fashion-ai-shop/products/tshirts/tokyo-talkies-women-black-t-shirt-59421.jpg","True","516","516","Tokyo Talkies Women Black T-shirt","1","6/17/2026 10:39:32 AM"
"517","https://res.cloudinary.com/druymbf9y/image/upload/v1781668404/fashion-ai-shop/products/tshirts/elle-women-teal-t-shirt-57167.jpg","True","517","517","Elle Women Teal T-shirt","1","6/17/2026 10:39:32 AM"
"518","https://res.cloudinary.com/druymbf9y/image/upload/v1781668405/fashion-ai-shop/products/sports-shoes/puma-women-body-train-black-sports-shoe-17748.jpg","True","518","518","Puma Women Body Train Black Sports Shoe","1","6/17/2026 10:39:32 AM"
"519","https://res.cloudinary.com/druymbf9y/image/upload/v1781668406/fashion-ai-shop/products/sports-shoes/adidas-men-ranger-white-sports-shoes-15301.jpg","True","519","519","ADIDAS Men Ranger White Sports Shoes","1","6/17/2026 10:39:32 AM"
"520","https://res.cloudinary.com/druymbf9y/image/upload/v1781668407/fashion-ai-shop/products/tshirts/status-quo-men-printed-white-tshirts-14956.jpg","True","520","520","Status Quo Men Printed White Tshirts","1","6/17/2026 10:39:32 AM"
"521","https://res.cloudinary.com/druymbf9y/image/upload/v1781668407/fashion-ai-shop/products/heels/catwalk-women-gold-toned-heels-51762.jpg","True","521","521","Catwalk Women Gold Toned Heels","1","6/17/2026 10:39:32 AM"
"522","https://res.cloudinary.com/druymbf9y/image/upload/v1781668408/fashion-ai-shop/products/shirts/gini-and-jony-kids-boys-check-blue-shirts-13332.jpg","True","522","522","Gini and Jony Kids Boys Check Blue Shirts","1","6/17/2026 10:39:32 AM"
"523","https://res.cloudinary.com/druymbf9y/image/upload/v1781668409/fashion-ai-shop/products/tshirts/locomotive-men-blue-t-shirt-41486.jpg","True","523","523","Locomotive Men Blue T-shirt","1","6/17/2026 10:39:32 AM"
"524","https://res.cloudinary.com/druymbf9y/image/upload/v1781668410/fashion-ai-shop/products/trousers/john-miller-men-striped-black-trousers-26153.jpg","True","524","524","John Miller Men Striped Black Trousers","1","6/17/2026 10:39:32 AM"
"525","https://res.cloudinary.com/druymbf9y/image/upload/v1781668410/fashion-ai-shop/products/sandals/lotto-men-caesar-cross-brown-sandals-33663.jpg","True","525","525","Lotto Men Caesar Cross Brown Sandals","1","6/17/2026 10:39:32 AM"
"526","https://res.cloudinary.com/druymbf9y/image/upload/v1781668411/fashion-ai-shop/products/jeans/spykar-women-washed-blue-jeans-21585.jpg","True","526","526","Spykar Women Washed Blue Jeans","1","6/17/2026 10:39:32 AM"
"527","https://res.cloudinary.com/druymbf9y/image/upload/v1781668412/fashion-ai-shop/products/jeans/wrangler-men-blue-floyd-fit-jeans-11290.jpg","True","527","527","Wrangler Men Blue Floyd Fit Jeans","1","6/17/2026 10:39:32 AM"
"528","https://res.cloudinary.com/druymbf9y/image/upload/v1781668413/fashion-ai-shop/products/casual-shoes/spinn-men-dozer-white-shoes-36443.jpg","True","528","528","Spinn Men Dozer White Shoes","1","6/17/2026 10:39:32 AM"
"529","https://res.cloudinary.com/druymbf9y/image/upload/v1781668415/fashion-ai-shop/products/tshirts/nike-men-green-polo-t-shirt-38623.jpg","True","529","529","Nike Men Green Polo T-shirt","1","6/17/2026 10:39:32 AM"
"530","https://res.cloudinary.com/druymbf9y/image/upload/v1781668416/fashion-ai-shop/products/formal-shoes/provogue-men-s-formal-black-shoe-7877.jpg","True","530","530","Provogue Men's Formal Black Shoe","1","6/17/2026 10:39:32 AM"
"531","https://res.cloudinary.com/druymbf9y/image/upload/v1781668416/fashion-ai-shop/products/sports-shoes/nike-men-transform-black-sports-shoes-12692.jpg","True","531","531","Nike Men Transform Black Sports Shoes","1","6/17/2026 10:39:32 AM"
"532","https://res.cloudinary.com/druymbf9y/image/upload/v1781668417/fashion-ai-shop/products/tshirts/puma-men-team-essential-lollipop-red-tshirts-18616.jpg","True","532","532","Puma Men Team Essential  lollipop-Red Tshirts","1","6/17/2026 10:39:32 AM"
"533","https://res.cloudinary.com/druymbf9y/image/upload/v1781668418/fashion-ai-shop/products/tshirts/mark-taylor-men-red-printed-t-shirt-23208.jpg","True","533","533","Mark Taylor Men Red Printed T-shirt","1","6/17/2026 10:39:32 AM"
"534","https://res.cloudinary.com/druymbf9y/image/upload/v1781668419/fashion-ai-shop/products/jackets/nike-men-solid-navy-blue-jacket-22608.jpg","True","534","534","Nike Men Solid Navy Blue Jacket","1","6/17/2026 10:39:32 AM"
"535","https://res.cloudinary.com/druymbf9y/image/upload/v1781668420/fashion-ai-shop/products/tshirts/ediots-men-s-lega-kya-photu-black-t-shirt-2787.jpg","True","535","535","Ediots Men's Lega Kya Photu Black T-shirt","1","6/17/2026 10:39:32 AM"
"536","https://res.cloudinary.com/druymbf9y/image/upload/v1781668422/fashion-ai-shop/products/flip-flops/nike-women-snapper-green-flip-flops-14341.jpg","True","536","536","Nike Women Snapper Green Flip Flops","1","6/17/2026 10:39:32 AM"
"537","https://res.cloudinary.com/druymbf9y/image/upload/v1781668422/fashion-ai-shop/products/tshirts/u-s-polo-assn-men-solid-limoges-polo-tshirt-17265.jpg","True","537","537","U.S. Polo Assn. Men Solid Limoges Polo Tshirt","1","6/17/2026 10:39:32 AM"
"538","https://res.cloudinary.com/druymbf9y/image/upload/v1781668423/fashion-ai-shop/products/casual-shoes/red-tape-men-grey-shoes-28315.jpg","True","538","538","Red Tape Men Grey Shoes","1","6/17/2026 10:39:32 AM"
"539","https://res.cloudinary.com/druymbf9y/image/upload/v1781668424/fashion-ai-shop/products/casual-shoes/adidas-originals-men-chord-black-casual-shoes-15248.jpg","True","539","539","ADIDAS Originals Men Chord Black Casual Shoes","1","6/17/2026 10:39:32 AM"
"540","https://res.cloudinary.com/druymbf9y/image/upload/v1781668425/fashion-ai-shop/products/sports-shoes/btwin-road-shoes-5-5377.jpg","True","540","540","Btwin Road Shoes 5","1","6/17/2026 10:39:32 AM"
"541","https://res.cloudinary.com/druymbf9y/image/upload/v1781668426/fashion-ai-shop/products/casual-shoes/lee-cooper-men-white-shoes-41450.jpg","True","541","541","Lee Cooper Men White Shoes","1","6/17/2026 10:39:32 AM"
"542","https://res.cloudinary.com/druymbf9y/image/upload/v1781668427/fashion-ai-shop/products/casual-shoes/puma-men-s-trim-mesh-black-grey-shoe-3225.jpg","True","542","542","Puma Men's Trim Mesh Black Grey Shoe","1","6/17/2026 10:39:32 AM"
"543","https://res.cloudinary.com/druymbf9y/image/upload/v1781668428/fashion-ai-shop/products/heels/clarks-women-soma-silk-leather-black-heels-10289.jpg","True","543","543","Clarks Women Soma Silk Leather Black Heels","1","6/17/2026 10:39:32 AM"
"544","https://res.cloudinary.com/druymbf9y/image/upload/v1781668429/fashion-ai-shop/products/tshirts/classic-polo-men-stripes-black-polo-t-shirt-17503.jpg","True","544","544","Classic Polo Men Stripes Black Polo T-Shirt","1","6/17/2026 10:39:32 AM"
"545","https://res.cloudinary.com/druymbf9y/image/upload/v1781668430/fashion-ai-shop/products/sandals/warner-bros-kids-white-sandals-40312.jpg","True","545","545","Warner Bros Kids White sandals","1","6/17/2026 10:39:32 AM"
"546","https://res.cloudinary.com/druymbf9y/image/upload/v1781668432/fashion-ai-shop/products/shirts/scullers-men-scul-white-black-shirt-8805.jpg","True","546","546","Scullers Men Scul White Black Shirt","1","6/17/2026 10:39:32 AM"
"547","https://res.cloudinary.com/druymbf9y/image/upload/v1781668432/fashion-ai-shop/products/tshirts/puma-men-green-and-blue-t-shirt-53761.jpg","True","547","547","Puma Men Green and Blue T-shirt","1","6/17/2026 10:39:32 AM"
"548","https://res.cloudinary.com/druymbf9y/image/upload/v1781668434/fashion-ai-shop/products/formal-shoes/lee-cooper-men-black-formal-shoes-22147.jpg","True","548","548","Lee Cooper Men Black Formal Shoes","1","6/17/2026 10:39:32 AM"
"549","https://res.cloudinary.com/druymbf9y/image/upload/v1781668435/fashion-ai-shop/products/tshirts/nike-men-white-jdi-city-t-shirt-38645.jpg","True","549","549","Nike Men White Jdi City T-Shirt","1","6/17/2026 10:39:32 AM"
"550","https://res.cloudinary.com/druymbf9y/image/upload/v1781668436/fashion-ai-shop/products/shirts/lee-men-checks-parker-blue-shirt-2102.jpg","True","550","550","Lee Men Checks Parker Blue Shirt","1","6/17/2026 10:39:32 AM"
"551","https://res.cloudinary.com/druymbf9y/image/upload/v1781668437/fashion-ai-shop/products/shorts/jealous-21-women-s-black-short-5773.jpg","True","551","551","Jealous 21 Women's Black Short","1","6/17/2026 10:39:32 AM"
"552","https://res.cloudinary.com/druymbf9y/image/upload/v1781668438/fashion-ai-shop/products/heels/catwalk-women-brown-heels-30693.jpg","True","552","552","Catwalk Women Brown Heels","1","6/17/2026 10:39:32 AM"
"553","https://res.cloudinary.com/druymbf9y/image/upload/v1781668439/fashion-ai-shop/products/sandals/crocs-khakhi-sandals-8638.jpg","True","553","553","Crocs Khakhi Sandals","1","6/17/2026 10:39:32 AM"
"554","https://res.cloudinary.com/druymbf9y/image/upload/v1781668440/fashion-ai-shop/products/shirts/mark-taylor-men-blue-white-striped-shirt-17536.jpg","True","554","554","Mark Taylor Men Blue & White Striped Shirt","1","6/17/2026 10:39:32 AM"
"555","https://res.cloudinary.com/druymbf9y/image/upload/v1781668440/fashion-ai-shop/products/casual-shoes/numero-uno-men-black-shoes-13116.jpg","True","555","555","Numero Uno Men Black Shoes","1","6/17/2026 10:39:32 AM"
"556","https://res.cloudinary.com/druymbf9y/image/upload/v1781668441/fashion-ai-shop/products/formal-shoes/woodland-men-black-formal-shoes-22896.jpg","True","556","556","Woodland Men Black Formal Shoes","1","6/17/2026 10:39:32 AM"
"557","https://res.cloudinary.com/druymbf9y/image/upload/v1781668442/fashion-ai-shop/products/tshirts/proline-men-teal-blue-striped-polo-t-shirt-7856.jpg","True","557","557","Proline Men Teal Blue Striped Polo T-shirt","1","6/17/2026 10:39:32 AM"
"558","https://res.cloudinary.com/druymbf9y/image/upload/v1781668443/fashion-ai-shop/products/tshirts/ucb-women-s-young-pigment-pink-t-shirt-6069.jpg","True","558","558","UCB Women's Young Pigment Pink T-shirt","1","6/17/2026 10:39:32 AM"
"559","https://res.cloudinary.com/druymbf9y/image/upload/v1781668444/fashion-ai-shop/products/tshirts/adidas-womens-classic-red-t-shirt-1985.jpg","True","559","559","ADIDAS Womens Classic Red T-shirt","1","6/17/2026 10:39:32 AM"
"560","https://res.cloudinary.com/druymbf9y/image/upload/v1781668445/fashion-ai-shop/products/shirts/scullers-men-white-navy-blue-shirt-43036.jpg","True","560","560","Scullers Men White & Navy Blue Shirt","1","6/17/2026 10:39:32 AM"
"561","https://res.cloudinary.com/druymbf9y/image/upload/v1781668446/fashion-ai-shop/products/heels/inc-5-women-casual-beige-flats-22294.jpg","True","561","561","Inc. 5 Women Casual Beige Flats","1","6/17/2026 10:39:32 AM"
"562","https://res.cloudinary.com/druymbf9y/image/upload/v1781668446/fashion-ai-shop/products/tshirts/guerrilla-men-s-judgement-day-grey-t-shirt-3268.jpg","True","562","562","Guerrilla Men's Judgement Day Grey T-shirt","1","6/17/2026 10:39:32 AM"
"563","https://res.cloudinary.com/druymbf9y/image/upload/v1781668447/fashion-ai-shop/products/heels/portia-women-black-sandals-56680.jpg","True","563","563","Portia Women Black Sandals","1","6/17/2026 10:39:32 AM"
"564","https://res.cloudinary.com/druymbf9y/image/upload/v1781668448/fashion-ai-shop/products/tshirts/nike-men-who-else-black-t-shirt-28566.jpg","True","564","564","Nike Men Who Else Black T-shirt","1","6/17/2026 10:39:32 AM"
"565","https://res.cloudinary.com/druymbf9y/image/upload/v1781668449/fashion-ai-shop/products/shirts/john-players-men-stripes-grey-shirt-37743.jpg","True","565","565","John Players Men Stripes Grey Shirt","1","6/17/2026 10:39:32 AM"
"566","https://res.cloudinary.com/druymbf9y/image/upload/v1781668450/fashion-ai-shop/products/casual-shoes/lotto-men-navy-blue-shoes-44781.jpg","True","566","566","Lotto Men Navy Blue Shoes","1","6/17/2026 10:39:32 AM"
"567","https://res.cloudinary.com/druymbf9y/image/upload/v1781668451/fashion-ai-shop/products/sports-shoes/asics-women-gel-strike-2-running-pink-white-shoe-3367.jpg","True","567","567","Asics Women Gel Strike 2 Running Pink White Shoe","1","6/17/2026 10:39:32 AM"
"568","https://res.cloudinary.com/druymbf9y/image/upload/v1781668452/fashion-ai-shop/products/tshirts/myntra-men-s-hard-work-never-killed-anyone-black-t-shirt-4054.jpg","True","568","568","Myntra Men's Hard Work Never Killed Anyone Black T-shirt","1","6/17/2026 10:39:32 AM"
"569","https://res.cloudinary.com/druymbf9y/image/upload/v1781668453/fashion-ai-shop/products/tshirts/nike-men-purple-t-shirt-38598.jpg","True","569","569","Nike Men Purple T-shirt","1","6/17/2026 10:39:32 AM"
"570","https://res.cloudinary.com/druymbf9y/image/upload/v1781668454/fashion-ai-shop/products/tshirts/puma-men-green-t-shirt-53801.jpg","True","570","570","Puma Men Green T-shirt","1","6/17/2026 10:39:32 AM"
"571","https://res.cloudinary.com/druymbf9y/image/upload/v1781668455/fashion-ai-shop/products/heels/united-colors-of-benetton-women-black-ballerinas-25017.jpg","True","571","571","United Colors of Benetton Women Black Ballerinas","1","6/17/2026 10:39:32 AM"
"572","https://res.cloudinary.com/druymbf9y/image/upload/v1781668457/fashion-ai-shop/products/tshirts/nike-men-football-soccer-black-tshirts-15614.jpg","True","572","572","Nike Men Football Soccer Black Tshirts","1","6/17/2026 10:39:32 AM"
"573","https://res.cloudinary.com/druymbf9y/image/upload/v1781668458/fashion-ai-shop/products/sweatshirts/pink-floyd-men-pink-floyd-grey-sweatshirts-16278.jpg","True","573","573","Pink Floyd Men Pink Floyd Grey Sweatshirts","1","6/17/2026 10:39:32 AM"
"574","https://res.cloudinary.com/druymbf9y/image/upload/v1781668458/fashion-ai-shop/products/shorts/gini-and-jony-men-solid-white-shorts-13299.jpg","True","574","574","Gini and Jony Men Solid White Shorts","1","6/17/2026 10:39:32 AM"
"575","https://res.cloudinary.com/druymbf9y/image/upload/v1781668459/fashion-ai-shop/products/casual-shoes/puma-unisex-917-lo-navy-blue-casual-shoes-12814.jpg","True","575","575","Puma Unisex 917 Lo Navy Blue Casual Shoes","1","6/17/2026 10:39:32 AM"
"576","https://res.cloudinary.com/druymbf9y/image/upload/v1781668460/fashion-ai-shop/products/tshirts/probase-men-s-spirit-green-t-shirt-3098.jpg","True","576","576","Probase Men's Spirit Green T-shirt","1","6/17/2026 10:39:32 AM"
"577","https://res.cloudinary.com/druymbf9y/image/upload/v1781668461/fashion-ai-shop/products/sports-shoes/puma-men-calibre-tricks-convert-spike-white-shoes-9210.jpg","True","577","577","Puma Men Calibre Tricks Convert Spike White Shoes","1","6/17/2026 10:39:32 AM"
"578","https://res.cloudinary.com/druymbf9y/image/upload/v1781668462/fashion-ai-shop/products/shirts/scullers-men-maroon-navy-blue-shirt-40255.jpg","True","578","578","Scullers Men Maroon & Navy Blue Shirt","1","6/17/2026 10:39:32 AM"
"579","https://res.cloudinary.com/druymbf9y/image/upload/v1781668463/fashion-ai-shop/products/shorts/only-women-brown-shorts-32590.jpg","True","579","579","ONLY Women Brown Shorts","1","6/17/2026 10:39:32 AM"
"580","https://res.cloudinary.com/druymbf9y/image/upload/v1781668464/fashion-ai-shop/products/sports-shoes/puma-men-sienna-xc-nm-black-sports-shoes-8908.jpg","True","580","580","Puma Men Sienna Xc Nm Black Sports Shoes","1","6/17/2026 10:39:32 AM"
"581","https://res.cloudinary.com/druymbf9y/image/upload/v1781668464/fashion-ai-shop/products/jeans/deni-yo-men-slim-fit-washed-blue-jeans-30412.jpg","True","581","581","Deni Yo Men Slim Fit Washed Blue Jeans","1","6/17/2026 10:39:32 AM"
"582","https://res.cloudinary.com/druymbf9y/image/upload/v1781668465/fashion-ai-shop/products/tshirts/tokyo-talkies-women-blue-printed-t-shirt-40389.jpg","True","582","582","Tokyo Talkies Women Blue Printed T-shirt","1","6/17/2026 10:39:32 AM"
"583","https://res.cloudinary.com/druymbf9y/image/upload/v1781668466/fashion-ai-shop/products/tshirts/u-s-polo-assn-men-stripes-white-polo-tshirt-17244.jpg","True","583","583","U.S. Polo Assn. Men Stripes White  Polo Tshirt","1","6/17/2026 10:39:32 AM"
"584","https://res.cloudinary.com/druymbf9y/image/upload/v1781668467/fashion-ai-shop/products/jeans/lee-men-black-jet-jeans-44580.jpg","True","584","584","Lee Men Black Jet Jeans","1","6/17/2026 10:39:32 AM"
"585","https://res.cloudinary.com/druymbf9y/image/upload/v1781668468/fashion-ai-shop/products/sports-shoes/nike-men-transform-iii-black-sports-shoes-24213.jpg","True","585","585","Nike Men Transform III Black Sports Shoes","1","6/17/2026 10:39:32 AM"
"586","https://res.cloudinary.com/druymbf9y/image/upload/v1781668469/fashion-ai-shop/products/tshirts/mr-men-men-s-charcoal-polo-t-shirt-5494.jpg","True","586","586","Mr.Men Men's Charcoal Polo T-shirt","1","6/17/2026 10:39:32 AM"
"587","https://res.cloudinary.com/druymbf9y/image/upload/v1781668470/fashion-ai-shop/products/tshirts/tantra-men-black-printed-t-shirt-12567.jpg","True","587","587","Tantra Men Black Printed T-shirt","1","6/17/2026 10:39:32 AM"
"588","https://res.cloudinary.com/druymbf9y/image/upload/v1781668471/fashion-ai-shop/products/tshirts/superman-men-s-action-navy-t-shirt-5193.jpg","True","588","588","Superman Men's Action Navy T-shirt","1","6/17/2026 10:39:32 AM"
"589","https://res.cloudinary.com/druymbf9y/image/upload/v1781668472/fashion-ai-shop/products/tshirts/little-miss-women-printed-pink-tshirt-16832.jpg","True","589","589","Little Miss Women Printed Pink Tshirt","1","6/17/2026 10:39:32 AM"
"590","https://res.cloudinary.com/druymbf9y/image/upload/v1781668473/fashion-ai-shop/products/shirts/u-s-polo-assn-men-check-navy-blue-shirt-19830.jpg","True","590","590","U.S. Polo Assn. Men Check Navy Blue Shirt","1","6/17/2026 10:39:32 AM"
"591","https://res.cloudinary.com/druymbf9y/image/upload/v1781668474/fashion-ai-shop/products/sports-shoes/quechua-arpenaz-200-l-5381.jpg","True","591","591","Quechua Arpenaz 200 L","1","6/17/2026 10:39:32 AM"
"592","https://res.cloudinary.com/druymbf9y/image/upload/v1781668475/fashion-ai-shop/products/sweatshirts/united-colors-of-benetton-men-blue-printed-sweatshirt-19668.jpg","True","592","592","United Colors of Benetton Men Blue Printed Sweatshirt","1","6/17/2026 10:39:32 AM"
"593","https://res.cloudinary.com/druymbf9y/image/upload/v1781668476/fashion-ai-shop/products/casual-shoes/fila-men-s-chaser-hi-white-shoe-3675.jpg","True","593","593","Fila Men's Chaser HI White Shoe","1","6/17/2026 10:39:32 AM"
"594","https://res.cloudinary.com/druymbf9y/image/upload/v1781668476/fashion-ai-shop/products/heels/portia-women-silver-flats-47546.jpg","True","594","594","Portia Women Silver Flats","1","6/17/2026 10:39:32 AM"
"595","https://res.cloudinary.com/druymbf9y/image/upload/v1781668477/fashion-ai-shop/products/dresses/elle-women-blue-black-dress-57048.jpg","True","595","595","Elle Women Blue & Black Dress","1","6/17/2026 10:39:32 AM"
"596","https://res.cloudinary.com/druymbf9y/image/upload/v1781668478/fashion-ai-shop/products/tshirts/puma-men-s-foundation-grey-polo-t-shirt-2479.jpg","True","596","596","Puma Men's Foundation Grey Polo T-shirt","1","6/17/2026 10:39:32 AM"
"597","https://res.cloudinary.com/druymbf9y/image/upload/v1781668479/fashion-ai-shop/products/flats/catwalk-women-beige-casual-shoes-18562.jpg","True","597","597","Catwalk Women Beige Casual Shoes","1","6/17/2026 10:39:32 AM"
"598","https://res.cloudinary.com/druymbf9y/image/upload/v1781668480/fashion-ai-shop/products/casual-shoes/fila-men-dale-brown-shoes-32743.jpg","True","598","598","Fila Men Dale Brown Shoes","1","6/17/2026 10:39:32 AM"
"599","https://res.cloudinary.com/druymbf9y/image/upload/v1781668481/fashion-ai-shop/products/heels/catwalk-women-black-heels-43943.jpg","True","599","599","Catwalk Women Black Heels","1","6/17/2026 10:39:32 AM"
"600","https://res.cloudinary.com/druymbf9y/image/upload/v1781668482/fashion-ai-shop/products/tshirts/nike-women-miller-blue-t-shirt-2309.jpg","True","600","600","Nike Women Miller Blue T-shirt","1","6/17/2026 10:39:32 AM"
"601","https://res.cloudinary.com/druymbf9y/image/upload/v1781668483/fashion-ai-shop/products/casual-shoes/lotto-men-white-skateboard-shoes-44779.jpg","True","601","601","Lotto Men White Skateboard Shoes","1","6/17/2026 10:39:32 AM"
"602","https://res.cloudinary.com/druymbf9y/image/upload/v1781668484/fashion-ai-shop/products/tshirts/myntra-men-grey-printed-t-shirt-53113.jpg","True","602","602","Myntra Men Grey Printed T-shirt","1","6/17/2026 10:39:32 AM"
"603","https://res.cloudinary.com/druymbf9y/image/upload/v1781668484/fashion-ai-shop/products/sandals/puma-men-trek-navy-blue-floater-2211.jpg","True","603","603","Puma Men Trek Navy Blue Floater","1","6/17/2026 10:39:32 AM"
"604","https://res.cloudinary.com/druymbf9y/image/upload/v1781668485/fashion-ai-shop/products/shorts/arrow-sport-men-brown-cargo-shorts-39080.jpg","True","604","604","Arrow Sport Men Brown Cargo Shorts","1","6/17/2026 10:39:32 AM"
"605","https://res.cloudinary.com/druymbf9y/image/upload/v1781668486/fashion-ai-shop/products/tshirts/proline-men-grey-yellow-striped-polo-t-shirt-7911.jpg","True","605","605","Proline Men Grey & Yellow Striped Polo T-shirt","1","6/17/2026 10:39:32 AM"
"606","https://res.cloudinary.com/druymbf9y/image/upload/v1781668488/fashion-ai-shop/products/shirts/john-miller-men-gingham-blue-shirt-26058.jpg","True","606","606","John Miller Men Gingham Blue Shirt","1","6/17/2026 10:39:32 AM"
"607","https://res.cloudinary.com/druymbf9y/image/upload/v1781668488/fashion-ai-shop/products/tshirts/flying-machine-women-grey-t-shirt-35982.jpg","True","607","607","Flying Machine Women Grey T-shirt","1","6/17/2026 10:39:32 AM"
"608","https://res.cloudinary.com/druymbf9y/image/upload/v1781668489/fashion-ai-shop/products/tshirts/united-colors-of-benetton-men-printed-green-t-shirt-20001.jpg","True","608","608","United Colors of Benetton Men Printed Green T-shirt","1","6/17/2026 10:39:32 AM"
"609","https://res.cloudinary.com/druymbf9y/image/upload/v1781668490/fashion-ai-shop/products/flats/carlton-london-women-coffee-brown-desert-boots-13544.jpg","True","609","609","Carlton London Women Coffee Brown Desert Boots","1","6/17/2026 10:39:32 AM"
"610","https://res.cloudinary.com/druymbf9y/image/upload/v1781668491/fashion-ai-shop/products/sports-shoes/adidas-men-black-adizero-sports-shoes-42033.jpg","True","610","610","ADIDAS Men Black Adizero Sports Shoes","1","6/17/2026 10:39:32 AM"
"611","https://res.cloudinary.com/druymbf9y/image/upload/v1781668492/fashion-ai-shop/products/shirts/basics-men-solid-white-slim-fit-shirt-12170.jpg","True","611","611","Basics Men Solid White Slim Fit Shirt","1","6/17/2026 10:39:32 AM"
"612","https://res.cloudinary.com/druymbf9y/image/upload/v1781668493/fashion-ai-shop/products/tshirts/proline-men-purple-polo-t-shirt-26267.jpg","True","612","612","Proline Men Purple Polo T-Shirt","1","6/17/2026 10:39:32 AM"
"613","https://res.cloudinary.com/druymbf9y/image/upload/v1781668493/fashion-ai-shop/products/sweaters/united-colors-of-benetton-men-stripes-blue-sweater-19518.jpg","True","613","613","United Colors of Benetton Men Stripes Blue Sweater","1","6/17/2026 10:39:32 AM"
"614","https://res.cloudinary.com/druymbf9y/image/upload/v1781668494/fashion-ai-shop/products/tshirts/basics-men-black-t-shirt-8558.jpg","True","614","614","Basics Men Black T-shirt","1","6/17/2026 10:39:32 AM"
"615","https://res.cloudinary.com/druymbf9y/image/upload/v1781668495/fashion-ai-shop/products/flip-flops/nike-unisex-solarsoft-thong-brown-flip-flop-6739.jpg","True","615","615","Nike Unisex Solarsoft Thong Brown Flip Flop","1","6/17/2026 10:39:32 AM"
"616","https://res.cloudinary.com/druymbf9y/image/upload/v1781668496/fashion-ai-shop/products/tshirts/wrangler-women-printed-peach-t-shirt-20244.jpg","True","616","616","Wrangler Women Printed Peach T-shirt","1","6/17/2026 10:39:32 AM"
"617","https://res.cloudinary.com/druymbf9y/image/upload/v1781668497/fashion-ai-shop/products/tshirts/nike-men-the-red-devils-black-tshirts-12797.jpg","True","617","617","Nike Men The Red Devils Black Tshirts","1","6/17/2026 10:39:32 AM"
"618","https://res.cloudinary.com/druymbf9y/image/upload/v1781668499/fashion-ai-shop/products/casual-shoes/red-tape-men-s-brown-shoe-7321.jpg","True","618","618","Red Tape Men's Brown Shoe","1","6/17/2026 10:39:32 AM"
"619","https://res.cloudinary.com/druymbf9y/image/upload/v1781668500/fashion-ai-shop/products/tshirts/guerrilla-men-s-luchador-coffee-t-shirt-3274.jpg","True","619","619","Guerrilla Men's Luchador Coffee T-shirt","1","6/17/2026 10:39:32 AM"
"620","https://res.cloudinary.com/druymbf9y/image/upload/v1781668501/fashion-ai-shop/products/casual-shoes/skechers-men-usa-white-shoe-18416.jpg","True","620","620","Skechers Men USA White Shoe","1","6/17/2026 10:39:32 AM"
"621","https://res.cloudinary.com/druymbf9y/image/upload/v1781668501/fashion-ai-shop/products/flip-flops/puma-men-alizona-navy-blue-flip-flops-24715.jpg","True","621","621","Puma Men Alizona Navy Blue Flip Flops","1","6/17/2026 10:39:32 AM"
"622","https://res.cloudinary.com/druymbf9y/image/upload/v1781668502/fashion-ai-shop/products/shirts/u-s-polo-assn-men-blue-shirt-33053.jpg","True","622","622","U.S.Polo Assn. Men Blue Shirt","1","6/17/2026 10:39:32 AM"
"623","https://res.cloudinary.com/druymbf9y/image/upload/v1781668503/fashion-ai-shop/products/sandals/bata-men-hummer-p-olive-sandals-35504.jpg","True","623","623","Bata Men Hummer-p Olive Sandals","1","6/17/2026 10:39:32 AM"
"624","https://res.cloudinary.com/druymbf9y/image/upload/v1781668504/fashion-ai-shop/products/sports-shoes/adidas-men-snova-glide-blue-sports-shoes-12969.jpg","True","624","624","ADIDAS Men Snova Glide Blue Sports Shoes","1","6/17/2026 10:39:32 AM"
"625","https://res.cloudinary.com/druymbf9y/image/upload/v1781668504/fashion-ai-shop/products/casual-shoes/carlton-london-men-black-leather-casual-shoes-47682.jpg","True","625","625","Carlton London Men Black Leather Casual Shoes","1","6/17/2026 10:39:32 AM"
"626","https://res.cloudinary.com/druymbf9y/image/upload/v1781668505/fashion-ai-shop/products/formal-shoes/arrow-men-brown-formal-shoes-45602.jpg","True","626","626","Arrow Men Brown Formal Shoes","1","6/17/2026 10:39:32 AM"
"627","https://res.cloudinary.com/druymbf9y/image/upload/v1781668506/fashion-ai-shop/products/tshirts/myntra-men-purple-t-shirt-34332.jpg","True","627","627","Myntra Men Purple T-shirt","1","6/17/2026 10:39:32 AM"
"628","https://res.cloudinary.com/druymbf9y/image/upload/v1781668507/fashion-ai-shop/products/shorts/nike-men-solid-black-shorts-14024.jpg","True","628","628","Nike Men Solid Black Shorts","1","6/17/2026 10:39:32 AM"
"629","https://res.cloudinary.com/druymbf9y/image/upload/v1781668508/fashion-ai-shop/products/sandals/hush-puppies-men-walsh-black-sandals-9706.jpg","True","629","629","Hush Puppies Men Walsh Black Sandals","1","6/17/2026 10:39:32 AM"
