"variant_id","sku","variant_attributes","price","stock_quantity","product_id","color","size","stock_reserved","low_stock_threshold","is_active","created_at","updated_at"
"311","VS-30616-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","80","311","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"312","VS-44630-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","299000.00","79","312","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"313","VS-2114-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","97","313","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"314","VS-8763-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","95","314","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"315","VS-26260-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","51","315","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"316","VS-8950-OLIVE-M","{""color"":""Olive"",""size"":""M""}","349000.00","94","316","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"317","VS-12220-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","71","317","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"318","VS-27614-BEIGE-M","{""color"":""Beige"",""size"":""M""}","349000.00","84","318","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"319","VS-15687-BEIGE-M","{""color"":""Beige"",""size"":""M""}","349000.00","55","319","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"320","VS-8834-BROWN-M","{""color"":""Brown"",""size"":""M""}","349000.00","23","320","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"321","VS-15122-BROWN-M","{""color"":""Brown"",""size"":""M""}","349000.00","98","321","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"322","VS-39104-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","349000.00","13","322","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"323","VS-15109-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","60","323","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"324","VS-27905-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","69","324","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"325","VS-26837-KHAKI-M","{""color"":""Khaki"",""size"":""M""}","349000.00","42","325","Khaki","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"326","VS-16368-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","349000.00","84","326","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"327","VS-26383-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","93","327","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"328","VS-16614-BROWN-M","{""color"":""Brown"",""size"":""M""}","349000.00","93","328","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"329","VS-22409-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","349000.00","52","329","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"330","VS-27605-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","19","330","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"331","VS-16800-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","94","331","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"332","VS-26163-GREY-M","{""color"":""Grey"",""size"":""M""}","349000.00","46","332","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"333","VS-31476-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","349000.00","94","333","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"334","VS-26820-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","349000.00","37","334","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"335","VS-29402-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","81","335","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"336","VS-15113-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","40","336","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"337","VS-8293-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","15","337","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"338","VS-30307-OFF-WHITE-M","{""color"":""Off White"",""size"":""M""}","199000.00","86","338","Off White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"339","VS-4777-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","61","339","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"340","VS-10071-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","35","340","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"341","VS-6929-BROWN-M","{""color"":""Brown"",""size"":""M""}","199000.00","85","341","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"342","VS-10370-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","87","342","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"343","VS-4330-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","16","343","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"344","VS-4784-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","72","344","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"345","VS-4541-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","75","345","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"346","VS-34430-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","17","346","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"347","VS-4031-CREAM-M","{""color"":""Cream"",""size"":""M""}","199000.00","76","347","Cream","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"348","VS-33564-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","28","348","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"349","VS-11784-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","37","349","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"350","VS-52138-RED-M","{""color"":""Red"",""size"":""M""}","199000.00","82","350","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"351","VS-18846-YELLOW-M","{""color"":""Yellow"",""size"":""M""}","199000.00","86","351","Yellow","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"352","VS-2621-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","23","352","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"353","VS-7345-MAROON-M","{""color"":""Maroon"",""size"":""M""}","199000.00","70","353","Maroon","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"354","VS-37984-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","94","354","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"355","VS-28570-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","57","355","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"356","VS-7784-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","38","356","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"357","VS-10875-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","40","357","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"358","VS-33827-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","12","358","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"359","VS-9772-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","29","359","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"360","VS-16216-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","40","360","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"361","VS-19557-OLIVE-M","{""color"":""Olive"",""size"":""M""}","199000.00","36","361","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"362","VS-6167-BLACK-M","{""color"":""Black"",""size"":""M""}","159000.00","52","362","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"363","VS-23927-SILVER-M","{""color"":""Silver"",""size"":""M""}","899000.00","25","363","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"364","VS-19797-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","26","364","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"365","VS-27901-TAN-M","{""color"":""Tan"",""size"":""M""}","349000.00","55","365","Tan","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"366","VS-11716-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","41","366","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"367","VS-7948-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","42","367","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"368","VS-4320-ORANGE-M","{""color"":""Orange"",""size"":""M""}","199000.00","67","368","Orange","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"369","VS-34345-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","80","369","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"370","VS-59975-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","22","370","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"371","VS-15007-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","71","371","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"372","VS-49599-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","13","372","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"373","VS-29282-GREEN-M","{""color"":""Green"",""size"":""M""}","249000.00","15","373","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"374","VS-11311-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","99","374","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"375","VS-6656-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","91","375","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"376","VS-15527-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","97","376","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"377","VS-23256-TAN-M","{""color"":""Tan"",""size"":""M""}","799000.00","67","377","Tan","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"378","VS-44587-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","70","378","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"379","VS-10269-RED-M","{""color"":""Red"",""size"":""M""}","399000.00","86","379","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"380","VS-47605-MULTI-M","{""color"":""Multi"",""size"":""M""}","599000.00","15","380","Multi","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"381","VS-7965-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","43","381","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"382","VS-6407-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","95","382","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"383","VS-1962-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","90","383","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"384","VS-35486-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","35","384","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"385","VS-54966-OLIVE-M","{""color"":""Olive"",""size"":""M""}","699000.00","89","385","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"386","VS-37102-GREY-M","{""color"":""Grey"",""size"":""M""}","349000.00","63","386","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"387","VS-49477-BLUE-M","{""color"":""Blue"",""size"":""M""}","699000.00","71","387","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"388","VS-19787-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","41","388","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"389","VS-54514-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","76","389","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"390","VS-27003-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","26","390","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"391","VS-7504-PINK-M","{""color"":""Pink"",""size"":""M""}","199000.00","84","391","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"392","VS-6717-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","71","392","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"393","VS-35819-GREY-M","{""color"":""Grey"",""size"":""M""}","599000.00","51","393","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"394","VS-9218-BLUE-M","{""color"":""Blue"",""size"":""M""}","699000.00","60","394","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"395","VS-32404-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","61","395","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"396","VS-57159-PEACH-M","{""color"":""Peach"",""size"":""M""}","199000.00","76","396","Peach","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"397","VS-5860-PINK-M","{""color"":""Pink"",""size"":""M""}","199000.00","91","397","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"398","VS-27552-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","21","398","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"399","VS-34079-BROWN-M","{""color"":""Brown"",""size"":""M""}","699000.00","26","399","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"400","VS-19707-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","25","400","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"401","VS-25531-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","52","401","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"402","VS-58562-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","399000.00","69","402","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"403","VS-29788-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","100","403","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"404","VS-26596-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","74","404","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"405","VS-18405-BROWN-M","{""color"":""Brown"",""size"":""M""}","699000.00","58","405","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"406","VS-3488-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","71","406","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"407","VS-32567-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","53","407","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"408","VS-45823-ORANGE-M","{""color"":""Orange"",""size"":""M""}","599000.00","73","408","Orange","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"409","VS-51754-PINK-M","{""color"":""Pink"",""size"":""M""}","699000.00","16","409","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"410","VS-8994-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","43","410","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"411","VS-48084-RED-M","{""color"":""Red"",""size"":""M""}","399000.00","26","411","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"412","VS-25966-BROWN-M","{""color"":""Brown"",""size"":""M""}","399000.00","64","412","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"413","VS-10296-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","699000.00","36","413","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"414","VS-46615-RED-M","{""color"":""Red"",""size"":""M""}","599000.00","91","414","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"415","VS-40095-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","11","415","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"416","VS-3089-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","55","416","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"417","VS-14697-BEIGE-M","{""color"":""Beige"",""size"":""M""}","349000.00","85","417","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"418","VS-9097-GREEN-M","{""color"":""Green"",""size"":""M""}","699000.00","16","418","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"419","VS-13760-PURPLE-M","{""color"":""Purple"",""size"":""M""}","249000.00","31","419","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"420","VS-23186-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","29","420","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"421","VS-36221-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","21","421","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"422","VS-36441-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","82","422","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"423","VS-28518-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","26","423","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"424","VS-26179-GOLD-M","{""color"":""Gold"",""size"":""M""}","599000.00","82","424","Gold","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"425","VS-33527-GREY-M","{""color"":""Grey"",""size"":""M""}","599000.00","16","425","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"426","VS-12327-PINK-M","{""color"":""Pink"",""size"":""M""}","249000.00","76","426","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"427","VS-20134-RED-M","{""color"":""Red"",""size"":""M""}","249000.00","80","427","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"428","VS-34082-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","67","428","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"429","VS-4316-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","28","429","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"430","VS-23888-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","96","430","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"431","VS-4386-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","70","431","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"432","VS-27553-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","76","432","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"433","VS-9229-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","42","433","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"434","VS-19876-BLUE-M","{""color"":""Blue"",""size"":""M""}","159000.00","81","434","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"435","VS-27566-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","96","435","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"436","VS-23199-GREEN-M","{""color"":""Green"",""size"":""M""}","249000.00","27","436","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"437","VS-7351-RED-M","{""color"":""Red"",""size"":""M""}","199000.00","99","437","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"438","VS-13998-WHITE-M","{""color"":""White"",""size"":""M""}","399000.00","90","438","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"439","VS-16363-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","66","439","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"440","VS-23818-BLACK-M","{""color"":""Black"",""size"":""M""}","159000.00","34","440","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"441","VS-6547-YELLOW-M","{""color"":""Yellow"",""size"":""M""}","199000.00","88","441","Yellow","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"442","VS-5948-RED-M","{""color"":""Red"",""size"":""M""}","249000.00","32","442","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"443","VS-3342-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","41","443","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"444","VS-6910-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","100","444","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"445","VS-3900-PINK-M","{""color"":""Pink"",""size"":""M""}","199000.00","45","445","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"446","VS-35647-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","75","446","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"447","VS-17829-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","72","447","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"448","VS-23858-BEIGE-M","{""color"":""Beige"",""size"":""M""}","899000.00","57","448","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"449","VS-33311-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","87","449","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"450","VS-32644-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","78","450","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"451","VS-11425-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","47","451","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"452","VS-53737-OLIVE-M","{""color"":""Olive"",""size"":""M""}","199000.00","81","452","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"453","VS-38609-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","86","453","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"454","VS-11927-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","81","454","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"455","VS-46797-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","75","455","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"456","VS-17687-WHITE-M","{""color"":""White"",""size"":""M""}","599000.00","32","456","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"457","VS-14419-GOLD-M","{""color"":""Gold"",""size"":""M""}","599000.00","66","457","Gold","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"458","VS-9514-BROWN-M","{""color"":""Brown"",""size"":""M""}","199000.00","71","458","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"459","VS-12924-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","52","459","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"460","VS-12364-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","73","460","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"461","VS-22402-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","31","461","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"462","VS-15609-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","88","462","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"463","VS-20909-BRONZE-M","{""color"":""Bronze"",""size"":""M""}","599000.00","91","463","Bronze","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"464","VS-9963-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","72","464","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"465","VS-30331-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","99","465","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
